Tutorial,Line,Old Filename,New Filename,Description
01.game_setup.tutorial,476,fix-me.png,01-40.enable-button-a-only.png,Only Button A enabled in settings
01.game_setup.tutorial,481,N/A,01-41.emulate-touch-toggle.png,Emulate Touch From Mouse toggle settings
02.player_scene_and_model.tutorial,30,fix-me.png,02-01.character-body3d-concept.png,CharacterBody3D node explanation
02.player_scene_and_model.tutorial,41,fix-me.png,02-02.player-scene-structure.png,Player scene hierarchy overview
02.player_scene_and_model.tutorial,48,new_scene.webp,02-03.new-scene-menu.png,Creating new scene from Document Menu
02.player_scene_and_model.tutorial,53,new_scene.webp,02-04.new-scene-empty-type.png,New Scene dialog with Empty selected
02.player_scene_and_model.tutorial,59,add_character_body3D.webp,02-05.add-character-body3d.png,Create Other Node showing CharacterBody3D
02.player_scene_and_model.tutorial,66,fix-me.png,02-06.rename-to-player.png,CharacterBody3D renamed to Player
02.player_scene_and_model.tutorial,81,adding_node3D.webp,02-07.adding-pivot-node3d.png,Node3D child named Pivot
02.player_scene_and_model.tutorial,94,add_capsuleshape3d.webp,02-08.add-box-shape3d.png,CollisionShape3D with BoxShape3D
02.player_scene_and_model.tutorial,104,sphere_shape.png,02-09.resize-collision-box.png,Box shape sized 1.2x1.0x2.6
02.player_scene_and_model.tutorial,110,moving_the_sphere_up.png,02-10.move-collision-box-up.png,Collision box positioned at Y=0.5
02.player_scene_and_model.tutorial,115,toggling_visibility.webp,02-11.save-player-scene.png,Saving player.tscn
02.player_scene_and_model.tutorial,134,fix-me.png,02-12.scene-inheritance-concept.png,Scene inheritance from GLB explanation
02.player_scene_and_model.tutorial,141,fix-me.png,02-13.glb-import-settings.png,Opening import settings for player_axolotl.glb
02.player_scene_and_model.tutorial,147,fix-me.png,02-14.animation-loop-mode.png,Setting Idle and Run to Loop Linear
02.player_scene_and_model.tutorial,152,fix-me.png,02-15.open-scene-button.png,Open Scene button in Inspector
02.player_scene_and_model.tutorial,157,fix-me.png,02-16.new-inherited-scene-dialog.png,New Inherited Scene popup
02.player_scene_and_model.tutorial,169,fix-me.png,02-17.save-wrapper-scene.png,Saving player_axolotl.tscn
02.player_scene_and_model.tutorial,187,fix-me.png,02-18.model-scale-orientation.png,Model scale and orientation explanation
02.player_scene_and_model.tutorial,194,fix-me.png,02-19.select-armature-node.png,Armature node selected in Scene Tree
02.player_scene_and_model.tutorial,201,fix-me.png,02-20.scale-armature-to-4.png,Transform Scale set to 4 4 4
02.player_scene_and_model.tutorial,212,fix-me.png,02-21.rotate-armature-180-y.png,Rotation Y set to 180 degrees
02.player_scene_and_model.tutorial,222,fix-me.png,02-22.animation-autoplay-concept.png,AnimationPlayer autoplay explanation
02.player_scene_and_model.tutorial,229,fix-me.png,02-23.select-animation-player.png,AnimationPlayer inside Armature selected
02.player_scene_and_model.tutorial,235,fix-me.png,02-24.set-autoplay-idle.png,Autoplay set to Idle animation
02.player_scene_and_model.tutorial,251,fix-me.png,02-25.instantiate-model-concept.png,Instantiating wrapper scene concept
02.player_scene_and_model.tutorial,258,fix-me.png,02-26.drag-to-pivot-node.png,Dragging player_axolotl.tscn to Pivot
02.player_scene_and_model.tutorial,265,scene_structure.webp,02-27.scene-structure-complete.png,Complete Player scene tree
02.player_scene_and_model.tutorial,281,fix-me.png,02-28.collision-shape-fitting.png,Fitting collision shape to model
02.player_scene_and_model.tutorial,293,fix-me.png,02-29.position-collision-box-final.png,Collision box aligned to axolotl body
03.player_movement_code.tutorial,18,01.attach_script_to_player.webp,03-01.attach-script-to-player.png,Attaching script to Player node
03.player_movement_code.tutorial,26,fix-me.png,03-02.script-template-empty.png,Empty script template explanation
03.player_movement_code.tutorial,38,fix-me.png,03-03.attach-script-dialog.png,Attach Script dialog with Empty template
03.player_movement_code.tutorial,46,fix-me.png,03-04.folder-navigation-dialog.png,Navigating to res:// folder
03.player_movement_code.tutorial,55,fix-me.png,03-05.create-scripts-folder.png,Creating scripts folder
03.player_movement_code.tutorial,94,fix-me.png,03-06.physics-process-concept.png,_physics_process vs _process explanation
03.player_movement_code.tutorial,189,fix-me.png,03-07.testing-player-concept.png,Testing player movement overview
03.player_movement_code.tutorial,199,02.clicking_main_tab.webp,03-08.clicking-main-tab.png,Switching to Main scene tab
03.player_movement_code.tutorial,207,03.instance_child_scene.webp,03-09.instance-player-scene.png,Instantiating player.tscn
03.player_movement_code.tutorial,219,04.scene_tree_with_camera.webp,03-10.scene-tree-with-camera.png,Scene tree with CameraPivot and Camera3D
03.player_movement_code.tutorial,228,05.camera_preview_checkbox.webp,03-11.camera-preview-checkbox.png,Camera preview toggle button
03.player_movement_code.tutorial,238,12.viewport_change.webp,03-12.viewport-split-stacked.png,Stacked viewport layout
03.player_movement_code.tutorial,245,06.two_viewports.webp,03-13.two-viewports-active.png,Two viewports with camera preview
03.player_movement_code.tutorial,252,07.camera_preview_checkbox.webp,03-14.camera-moved-z-19.png,Camera moved 19 units on Z-axis
03.player_movement_code.tutorial,259,08.camera_moved.png,03-15.camera-pivot-rotated-45.png,CameraPivot rotated -45° on X
03.player_movement_code.tutorial,269,09.camera_rotated.png,03-16.game-running-perspective.png,Game running with perspective camera
03.player_movement_code.tutorial,294,13.camera3d_values.webp,03-17.camera-orthogonal-settings.png,Camera set to Orthogonal Size 19
03.player_movement_code.tutorial,299,10.camera_perspective.png,03-18.game-orthogonal-view.png,Game with orthogonal camera view
04.mob_scene.tutorial,26,fix-me.png,04-01.mob-wrapper-scene-concept.png,Creating mob wrapper scene concept
04.mob_scene.tutorial,33,N/A,04-01a.advanced-import-window-main.png,Advanced Import Settings window main view
04.mob_scene.tutorial,39,N/A,04-01b.advanced-import-window-main.png,Advanced Import Settings with Loop Mode set to Linear
04.mob_scene.tutorial,46,fix-me.png,04-02.new-inherited-snake-scene.png,New Inherited Scene from enemy_snake.glb
04.mob_scene.tutorial,52,fix-me.png,04-03.save-enemy-snake-scene.png,Saving enemy_snake.tscn
04.mob_scene.tutorial,60,fix-me.png,04-04.scale-rotate-snake-armature.png,Armature scaled 2.5 rotated 180°
04.mob_scene.tutorial,67,fix-me.png,04-05.autoplay-move-animation.png,AnimationPlayer autoplay set to Move
04.mob_scene.tutorial,79,fix-me.png,04-07.mob-gameplay-scene-concept.png,Mob gameplay scene structure
04.mob_scene.tutorial,87,fix-me.png,04-08.create-mob-character-body.png,New scene with Mob CharacterBody3D
04.mob_scene.tutorial,93,fix-me.png,04-09.add-pivot-to-mob.png,Node3D Pivot added to Mob
04.mob_scene.tutorial,100,01.initial_three_nodes.webp,04-10.initial-mob-scene-tree.png,Mob/Pivot/Character structure
04.mob_scene.tutorial,117,fix-me.png,04-11.blob-shadow-concept.png,Blob shadow technique explanation
04.mob_scene.tutorial,125,fix-me.png,04-12.add-sprite3d-node.png,Sprite3D child of Mob
04.mob_scene.tutorial,131,fix-me.png,04-13.assign-circle-gradient.png,CircleGrandient.tres texture assigned
04.mob_scene.tutorial,143,fix-me.png,04-14.sprite3d-shadow-settings.png,Sprite3D tinted black scaled rotated flat
04.mob_scene.tutorial,173,fix-me.png,04-15.visibility-notifier-concept.png,VisibleOnScreenNotifier3D explanation
04.mob_scene.tutorial,182,06.visibility_notifier.webp,04-16.visibility-notifier-added.png,VisibleOnScreenNotifier3D node added
04.mob_scene.tutorial,188,07.visibility_notifier_bbox_resized.png,04-17.visibility-bbox-resized.png,Notifier bbox covering model
04.mob_scene.tutorial,200,fix-me.png,04-18.mob-movement-code-concept.png,Mob movement logic overview
04.mob_scene.tutorial,206,08.mob_attach_script.webp,04-19.mob-attach-script.png,Attaching script to Mob
04.mob_scene.tutorial,263,fix-me.png,04-20.screen-exit-signal-concept.png,screen_exited signal explanation
04.mob_scene.tutorial,270,09.switch_to_3d_workspace.webp,04-21.switch-to-3d-workspace.png,Switching to 3D view
04.mob_scene.tutorial,278,10.node_dock.webp,04-22.signals-tab-screen-exited.png,screen_exited signal in Signals tab
04.mob_scene.tutorial,283,11.connect_signal.webp,04-23.connect-signal-to-mob.png,Connecting signal to Mob node
05.spawning_mobs.tutorial,6,01.monsters_path_preview.png,05-01.monsters-path-preview.png,Mobs spawning along path
05.spawning_mobs.tutorial,14,fix-me.png,05-02.window-size-settings.png,Changing viewport resolution
05.spawning_mobs.tutorial,21,fix-me.png,05-03.open-main-scene.png,main.tscn open in File Pad
05.spawning_mobs.tutorial,27,02.project_settings.webp,05-04.project-settings-menu.png,Opening Project Settings
05.spawning_mobs.tutorial,35,03.window_settings.webp,05-05.window-size-720x540.png,Viewport Width 720 Height 540
05.spawning_mobs.tutorial,56,fix-me.png,05-06.spawn-path-concept.png,Path3D and PathFollow3D concept
05.spawning_mobs.tutorial,67,04.camera_preview.png,05-07.camera-preview-split.png,Split viewport with camera preview
05.spawning_mobs.tutorial,77,05.cylinders_node.webp,05-08.cylinders-node-added.png,Cylinders Node3D added
05.spawning_mobs.tutorial,85,06.cylinder_mesh.webp,05-09.cylinder-mesh-instance.png,MeshInstance3D with CylinderMesh
05.spawning_mobs.tutorial,94,07.top_view.webp,05-10.top-orthogonal-view.png,Top orthogonal viewport view
05.spawning_mobs.tutorial,104,08.toggle_view_grid.webp,05-11.toggle-grid-snap.png,Use Snap button active
05.spawning_mobs.tutorial,110,09.toggle_grid_snap.webp,05-12.first-cylinder-positioned.png,Cylinder at top-left corner
05.spawning_mobs.tutorial,120,10.place_first_cylinder.png,05-13.second-cylinder-placed.png,Cylinder at bottom-left
05.spawning_mobs.tutorial,127,11.both_cylinders_selected.png,05-14.both-cylinders-selected.png,Two cylinders selected
05.spawning_mobs.tutorial,132,12.four_cylinders.png,05-15.four-cylinders-corners.png,Four cylinders at all corners
05.spawning_mobs.tutorial,145,13.selecting_all_cylinders.webp,05-16.selecting-all-cylinders.png,All cylinders selected for material
05.spawning_mobs.tutorial,152,14.multi_material_selection.webp,05-17.standard-material-created.png,StandardMaterial3D properties
05.spawning_mobs.tutorial,158,15.bright-cylinders.webp,05-18.bright-orange-cylinders.png,Cylinders tinted orange
05.spawning_mobs.tutorial,167,16.cylinders_fold.webp,05-19.cylinders-folded-tree.png,Cylinders folded in Scene Tree
05.spawning_mobs.tutorial,178,17.points_options.webp,05-20.path-add-point-tool.png,Path3D Add Point tool
05.spawning_mobs.tutorial,188,18.close_path.webp,05-21.path-closed-complete.png,Closed path around cylinders
05.spawning_mobs.tutorial,199,20.spawn_nodes.webp,05-22.spawn-path-nodes.png,SpawnPath and SpawnLocation nodes
05.spawning_mobs.tutorial,211,fix-me.png,05-23.mob-spawning-logic.png,Mob spawning code overview
05.spawning_mobs.tutorial,230,20.mob_scene_property.webp,05-24.mob-scene-property-assigned.png,mob.tscn assigned to Mob Scene
05.spawning_mobs.tutorial,237,21.mob_timer.webp,05-25.mob-timer-added.png,MobTimer Timer node
05.spawning_mobs.tutorial,244,22.mob_timer_properties.webp,05-26.mob-timer-properties.png,Wait Time 0.5 Autostart on
05.spawning_mobs.tutorial,255,23.timeout_signal.webp,05-27.timeout-signal-selected.png,timeout signal in Signals tab
05.spawning_mobs.tutorial,260,24.connect_timer_to_main.webp,05-28.connect-timer-to-main.png,Connecting timeout to Main
05.spawning_mobs.tutorial,306,25.spawn_result.png,05-29.mobs-spawning-in-game.png,Mobs spawning and moving
06.jump.tutorial,8,fix-me.png,06-01.jump-mechanic-concept.png,Jump mechanic overview
06.jump.tutorial,16,fix-me.png,06-02.jump-code-explanation.png,Jump impulse and physics explanation
06.jump.tutorial,66,fix-me.png,06-03.coyote-jump-buffer-concept.png,Coyote time and jump buffering explanation
07.hit_boxes.tutorial,40,fix-me.png,07-01.physics-layers-concept.png,Physics layers and masks explanation
07.hit_boxes.tutorial,60,03.physics_layers.webp,07-02.physics-layer-names.png,Named physics layers in settings
07.hit_boxes.tutorial,81,05.toggle_layer_and_mask.webp,07-03.ground-collision-settings.png,Ground layer/mask configuration
07.hit_boxes.tutorial,92,07.player_physics_mask.webp,07-04.player-physics-mask.png,Player mask enemies and world
07.hit_boxes.tutorial,112,08.mob_physics_mask.webp,07-05.mob-physics-mask.png,Mob layer enemies mask empty
07.hit_boxes.tutorial,122,fix-me.png,07-06.hit-box-concept.png,Hit box Area3D explanation
07.hit_boxes.tutorial,132,fix-me.png,07-07.add-hit-box-area.png,HitBox Area3D with CollisionShape3D
07.hit_boxes.tutorial,146,fix-me.png,07-08.resize-hit-box-shape.png,BoxShape3D 4x1x5 above snake
07.hit_boxes.tutorial,156,fix-me.png,07-09.connect-body-entered-signal.png,body_entered signal connection
07.hit_boxes.tutorial,170,fix-me.png,07-10.squash-bounce-code-concept.png,Squash and bounce logic overview
07.hit_boxes.tutorial,213,fix-me.png,07-11.code-checkpoint-reference.png,Code checkpoint overview
08.hurt_boxes.tutorial,24,fix-me.png,08-01.hurt-box-concept.png,Hurt box Area3D explanation
08.hurt_boxes.tutorial,34,fix-me.png,08-02.add-hurt-box-area.png,HurtBox under Pivot with CollisionShape3D
08.hurt_boxes.tutorial,44,fix-me.png,08-03.capsule-shape-settings.png,CapsuleShape3D along snake body
08.hurt_boxes.tutorial,50,fix-me.png,08-04.connect-hurt-box-signal.png,HurtBox body_entered connection
08.hurt_boxes.tutorial,62,fix-me.png,08-05.hurt-callback-code.png,Hurt box callback logic
08.hurt_boxes.tutorial,82,fix-me.png,08-06.player-death-code.png,Player die() function explanation
08.hurt_boxes.tutorial,99,fix-me.png,08-07.end-game-logic.png,Stopping MobTimer on death
08.hurt_boxes.tutorial,106,06.player_hit_signal.webp,08-08.player-hit-signal-connection.png,Player hit signal connection
08.hurt_boxes.tutorial,138,fix-me.png,08-09.code-checkpoint-reference.png,Code checkpoint overview
09.score_and_replay.tutorial,21,fix-me.png,09-01.score-label-concept.png,ScoreLabel UI overview
09.score_and_replay.tutorial,29,fix-me.png,09-02.add-user-interface-control.png,UserInterface Control node
09.score_and_replay.tutorial,36,01_label_node.webp,09-03.add-score-label.png,ScoreLabel Label node
09.score_and_replay.tutorial,42,02_score_placeholder.webp,09-04.score-placeholder-text.png,Label text Score: 0
09.score_and_replay.tutorial,57,03_score_font_color.webp,09-05.score-font-color-black.png,Font color set to black
09.score_and_replay.tutorial,63,04_score_label_moved.webp,09-06.score-label-positioned.png,Label moved from corner
09.score_and_replay.tutorial,77,fix-me.png,09-07.ui-theme-concept.png,Theme resource explanation
09.score_and_replay.tutorial,84,05_creating_theme.webp,09-08.create-theme-resource.png,Theme resource creation
09.score_and_replay.tutorial,94,06_theme_preview.webp,09-09.theme-preview-panel.png,Theme preview panel
09.score_and_replay.tutorial,109,07_font_size.webp,09-10.font-montserrat-size-22.png,Montserrat font size 22
09.score_and_replay.tutorial,142,fix-me.png,09-11.score-tracking-concept.png,Score variable and signal concept
09.score_and_replay.tutorial,183,09_score_in_game.png,09-12.score-displayed-in-game.png,Score updating during gameplay
09.score_and_replay.tutorial,193,fix-me.png,09-13.retry-overlay-concept.png,Retry overlay design
09.score_and_replay.tutorial,204,10_anchor_preset.webp,09-14.add-color-rect-retry.png,ColorRect Retry node
09.score_and_replay.tutorial,219,11_full_rect_option.webp,09-15.full-rect-anchor-preset.png,Anchor Preset Full Rect
09.score_and_replay.tutorial,226,12_anchors_updated.webp,09-16.retry-full-viewport.png,Retry spans full viewport
09.score_and_replay.tutorial,240,13_retry_color_picker.webp,09-17.retry-color-transparent.png,Dark transparent overlay color
09.score_and_replay.tutorial,249,14_center_option.webp,09-18.retry-label-centered.png,Press Enter to retry centered
09.score_and_replay.tutorial,258,fix-me.png,09-19.retry-code-concept.png,Retry logic overview
09.score_and_replay.tutorial,326,fix-me.png,09-20.music-autoload-concept.png,Autoload music system explanation
09.score_and_replay.tutorial,333,15_new_scene.webp,09-21.new-scene-music-player.png,New scene for MusicPlayer
09.score_and_replay.tutorial,340,16_music_player_node.webp,09-22.audio-stream-player-node.png,AudioStreamPlayer MusicPlayer
09.score_and_replay.tutorial,354,17_music_node_properties.webp,09-23.music-stream-autoplay.png,Music stream and autoplay settings
09.score_and_replay.tutorial,373,18_register_autoload.webp,09-24.register-autoload-settings.png,Autoload registration in settings
09.score_and_replay.tutorial,380,19_scene_dock_tabs.webp,09-25.scene-dock-remote-local.png,Remote and Local scene tabs
10.adding_animations.tutorial,16,fix-me.png,10-01.two-animation-players-concept.png,Skeleton vs scene AnimationPlayer
10.adding_animations.tutorial,55,fix-me.png,10-02.animation-library-concept.png,AnimationLibrary resource explanation
10.adding_animations.tutorial,63,fix-me.png,10-03.jump-animation-setup.png,Loading jump.res resource
10.adding_animations.tutorial,71,fix-me.png,10-04.add-animation-player-player.png,AnimationPlayer child of Player
10.adding_animations.tutorial,85,fix-me.png,10-05.load-jump-resource.png,jump.res in AnimationLibrary
10.adding_animations.tutorial,135,fix-me.png,10-06.mob-animation-concept.png,Mob sway animation overview
10.adding_animations.tutorial,142,fix-me.png,10-07.add-animation-player-mob.png,AnimationPlayer child of Mob
10.adding_animations.tutorial,155,fix-me.png,10-08.new-sway-animation.png,Creating Sway animation with loop
10.adding_animations.tutorial,165,fix-me.png,10-09.key-pivot-position-0.png,Keyframe Pivot position at 0.0s
10.adding_animations.tutorial,185,fix-me.png,10-10.key-pivot-slide-0-6.png,Keyframe Pivot slide at 0.6s
10.adding_animations.tutorial,203,fix-me.png,10-11.key-pivot-return-1-2.png,Keyframe Pivot return at 1.2s
10.adding_animations.tutorial,210,fix-me.png,10-12.autoplay-sway-animation.png,AnimationPlayer autoplay Sway
10.adding_animations.tutorial,235,fix-me.png,10-13.hide-joystick-concept.png,Hiding joystick on death
going_further.tutorial,68,fix-me.png,going-01.further-learning-resources.png,Manual sections and learning paths
